lat,lng,depth
-27.401715,153.134671,-2.70
-27.401709,153.134422,-2.50
-27.401712,153.134154,-2.39
-27.401277,153.135418,-2.59
-27.401486,153.135290,-2.49
-27.401479,153.135157,-2.53
-27.401273,153.134716,-2.48
-27.401414,153.134416,-2.37
-27.401484,153.134191,-2.35
-27.401241,153.135436,-2.38
-27.401261,153.135283,-2.35
-27.401116,153.134919,-2.35
-27.401119,153.134667,-2.36
-27.401265,153.134625,-2.36
-27.401264,153.134296,-2.27
-27.401036,153.135668,-2.32
-27.400818,153.135169,-2.33
-27.400814,153.134915,-2.33
-27.400814,153.134662,-2.34
-27.400820,153.134420,-2.30
-27.400814,153.134156,-2.19
-27.400593,153.135434,-2.25
-27.400763,153.135174,-2.25
-27.400591,153.134921,-2.31
-27.400592,153.134665,-2.28
-27.400594,153.134407,-2.15
-27.400591,153.134181,-1.60
-27.400526,153.135443,-2.08
-27.400526,153.135182,-2.20
-27.400529,153.134915,-2.25
-27.400533,153.134664,-2.14
-27.400527,153.134417,-1.94
-27.400534,153.134275,-0.95
-27.400582,153.134151,-0.82
-27.400361,153.135654,-1.76
-27.400358,153.135289,-2.00
-27.400219,153.134919,-2.12
-27.400143,153.134660,-1.97
-27.400150,153.134619,-1.00
-27.400358,153.134403,-0.83
-27.400358,153.134149,-0.51
-27.400131,153.135669,-2.10
-27.399934,153.135172,-1.86
-27.399938,153.134928,-2.00
-27.400071,153.134682,-1.22
-27.400112,153.134655,-0.88
-27.399752,153.135460,-2.06
-27.399754,153.135263,-1.77
-27.399777,153.135158,-1.14
-27.399846,153.134895,-0.89
-27.399680,153.135619,-2.06
-27.399683,153.135287,-1.70
-27.399677,153.135160,-0.90
-27.399684,153.134869,-0.63
-27.399357,153.135421,-1.14
-27.398787,153.133898,-0.64
-27.401489,153.135922,-2.81
-27.401261,153.136425,-2.63
-27.401262,153.135929,-2.60
-27.401260,153.135917,-2.50
-27.401036,153.136537,-2.62
-27.401037,153.136404,-2.46
-27.401035,153.135941,-2.39
-27.401029,153.135917,-2.35
-27.400806,153.136555,-2.47
-27.400802,153.136421,-2.38
-27.400588,153.135946,-2.26
-27.400587,153.135700,-2.24
-27.400525,153.136453,-2.36
-27.400527,153.136178,-2.31
-27.400526,153.135942,-2.21
-27.400526,153.135672,-2.12
-27.400358,153.136547,-2.31
-27.400351,153.136425,-2.24
-27.400358,153.135950,-2.13
-27.400360,153.135921,-1.99
-27.400134,153.136537,-2.28
-27.400127,153.136428,-2.25
-27.400132,153.135947,-2.19
-27.400133,153.135918,-2.13
-27.399909,153.136524,-2.31
-27.399688,153.136179,-2.28
-27.399904,153.135947,-2.25
-27.399906,153.135919,-2.23
-27.399641,153.136431,-2.27
-27.399637,153.136200,-2.29
-27.399638,153.135922,-2.22
-27.399681,153.135747,-2.15
-27.399455,153.136540,-2.21
-27.399341,153.136198,-2.18
-27.399342,153.135935,-2.12
-27.399343,153.135716,-1.95
-27.399231,153.136553,-1.93
-27.399232,153.136425,-1.85
-27.399007,153.135930,-1.83
-27.399007,153.135836,-1.11
-27.398781,153.136445,-1.77
-27.398958,153.135922,-1.05
-27.398960,153.135915,-0.85
-27.398750,153.136436,-1.27
-27.396749,153.132630,-2.48
-27.395620,153.132630,-2.17
-27.395066,153.132629,-2.77
-27.394040,153.133282,-2.19
-27.393593,153.133139,-2.44
-27.397658,153.134910,-0.79
-27.397615,153.134912,-1.09
-27.397647,153.134875,-2.26
-27.397653,153.134616,-2.68
-27.397426,153.134883,-2.22
-27.397207,153.135445,-0.89
-27.397200,153.135458,-0.98
-27.397200,153.135282,-2.33
-27.396972,153.135663,-2.43
-27.396976,153.135685,-0.93
-27.396972,153.135766,-2.15
-27.396745,153.135946,-2.14
-27.396748,153.135915,-2.27
-27.396295,153.136547,-2.25
-27.396295,153.136423,-2.44
-27.395848,153.136425,-2.48
